id,data,categoria,produto,quantidade,preco_unitario,regiao,cliente_id
434,2024-12-26,roupas,Calca,5,757.28,Norte,37
435,2024-02-22,servicos,Suporte,6,339.47,Sudeste,8
436,2024-05-14,livros,Historia,6,605.03,Sul,26
437,2024-10-27,eletronicos,Teclado,6,848.61,Sul,12
438,2024-12-10,alimentos,Acucar,10,103.06,Nordeste,21
439,2024-03-01,roupas,Jaqueta,2,199.38,Nordeste,33
440,2024-07-17,livros,Historia,3,583.31,Sudeste,12
441,2024-09-06,servicos,Suporte,9,183.53,Centro-Oeste,9
442,2024-04-05,alimentos,Oleo,10,72.54,Centro-Oeste,1
443,2024-09-05,roupas,Calca,7,964.55,Sul,42
444,2024-09-10,livros,Ficcao,7,715.94,Sudeste,32
445,2024-03-26,eletronicos,Webcam,1,799.96,Nordeste,19
446,2024-01-17,alimentos,Feijao,9,302.9,Sudeste,37
447,2024-09-10,servicos,Design,2,581.26,Centro-Oeste,50
448,2024-10-05,alimentos,Acucar,1,764.8,Sudeste,35
449,2024-04-21,livros,Rust,4,311.75,Norte,29
450,2024-05-14,alimentos,Arroz,8,867.98,Norte,50
451,2024-05-01,roupas,Meia,6,863.83,Sul,41
452,2024-08-07,roupas,Meia,3,789.15,Nordeste,4
453,2024-10-18,alimentos,Acucar,5,604.92,Nordeste,21
454,2024-12-26,alimentos,Cafe,10,282.0,Sul,44
455,2024-02-18,roupas,Tenis,1,992.64,Nordeste,45
456,2024-03-08,roupas,Calca,6,831.91,Sudeste,32
457,2024-03-13,servicos,Treinamento,7,387.67,Norte,41
458,2024-02-17,livros,Historia,5,700.81,Centro-Oeste,30
459,2024-09-06,alimentos,Acucar,1,871.53,Norte,47
460,2024-08-22,alimentos,Arroz,9,409.76,Sudeste,14
461,2024-09-10,alimentos,Cafe,5,351.0,Sul,9
462,2024-10-16,livros,Engenharia,1,65.02,Sudeste,2
463,2024-03-04,roupas,Tenis,8,20.66,Sudeste,13
464,2024-12-18,roupas,Jaqueta,3,876.93,Centro-Oeste,6
465,2024-12-01,alimentos,Cafe,2,384.41,Nordeste,4
466,2024-07-21,alimentos,Feijao,7,662.38,Norte,1
467,2024-04-19,livros,Rust,3,601.81,Sul,44
468,2024-08-15,eletronicos,Notebook,6,820.77,Sudeste,45
469,2024-03-08,livros,Rust,4,395.41,Norte,7
470,2024-06-09,alimentos,Cafe,3,395.07,Nordeste,42
471,2024-12-12,roupas,Camiseta,9,572.03,Sul,42
472,2024-03-25,livros,Engenharia,4,635.52,Nordeste,27
473,2024-11-11,livros,Python,2,898.66,Nordeste,49
474,2024-03-04,servicos,Auditoria,6,963.98,Centro-Oeste,9
475,2024-05-06,alimentos,Arroz,4,562.33,Sul,47
476,2024-11-07,alimentos,Arroz,5,221.34,Sul,33
477,2024-04-06,livros,Engenharia,1,788.13,Nordeste,32
478,2024-07-16,eletronicos,Mouse,8,645.32,Norte,34
479,2024-01-07,alimentos,Cafe,3,399.1,Sul,27
480,2024-07-06,servicos,Suporte,8,955.36,Norte,2
481,2024-10-27,eletronicos,Notebook,5,231.43,Norte,26
482,2024-09-16,alimentos,Acucar,7,435.1,Sudeste,6
483,2024-11-23,servicos,Design,10,169.63,Norte,20
484,2024-02-10,servicos,Suporte,3,545.66,Sudeste,38
485,2024-11-20,eletronicos,Teclado,7,735.36,Nordeste,4
486,2024-05-05,eletronicos,Monitor,2,464.3,Sul,4
487,2024-06-07,roupas,Camiseta,1,713.74,Norte,11
488,2024-09-11,alimentos,Acucar,9,787.33,Centro-Oeste,11
489,2024-07-09,roupas,Jaqueta,2,776.0,Norte,22
490,2024-08-07,alimentos,Acucar,2,277.69,Sul,41
491,2024-02-09,livros,Ficcao,9,372.92,Sudeste,37
492,2024-03-26,alimentos,Feijao,5,777.86,Sul,44
493,2024-02-29,roupas,Meia,1,63.16,Norte,16
494,2024-01-24,livros,Engenharia,7,921.82,Nordeste,3
495,2024-10-10,livros,Python,6,263.3,Centro-Oeste,18
496,2024-02-09,servicos,Treinamento,2,512.0,Norte,12
497,2024-04-24,servicos,Consultoria,7,87.55,Sudeste,19
498,2024-06-08,alimentos,Arroz,9,467.61,Centro-Oeste,13
499,2024-05-29,servicos,Treinamento,10,257.73,Centro-Oeste,38
500,2024-09-09,roupas,Meia,4,167.56,Sudeste,2
501,2024-04-29,servicos,Treinamento,1,951.97,Norte,49
502,2024-12-02,livros,Engenharia,2,221.09,Nordeste,27
503,2024-09-08,eletronicos,Mouse,5,111.17,Nordeste,34
504,2024-07-30,alimentos,Oleo,2,589.16,Sul,9
505,2024-11-22,livros,Rust,10,576.46,Sudeste,43
506,2024-03-07,roupas,Jaqueta,5,853.9,Sudeste,45
507,2024-06-16,alimentos,Oleo,5,248.94,Nordeste,9
508,2024-10-26,eletronicos,Mouse,2,181.09,Sudeste,21
509,2024-07-27,eletronicos,Webcam,6,965.34,Nordeste,29
510,2024-06-06,livros,Engenharia,2,108.61,Centro-Oeste,46
511,2024-12-22,servicos,Consultoria,4,839.21,Centro-Oeste,10
512,2024-02-16,roupas,Jaqueta,7,523.19,Centro-Oeste,17
513,2024-03-30,eletronicos,Monitor,8,564.83,Sul,16
514,2024-02-18,livros,Rust,3,139.02,Norte,50
515,2024-04-23,roupas,Calca,7,384.79,Norte,38
516,2024-10-27,alimentos,Arroz,1,997.22,Nordeste,42
517,2024-08-15,roupas,Camiseta,6,140.08,Sudeste,4
518,2024-03-27,servicos,Auditoria,7,506.2,Sudeste,44
519,2024-08-06,roupas,Jaqueta,4,910.14,Centro-Oeste,18
520,2024-08-16,roupas,Camiseta,10,626.79,Nordeste,42
521,2024-05-31,livros,Ficcao,9,489.45,Norte,18
522,2024-07-15,roupas,Tenis,4,649.8,Sul,16
523,2024-11-18,servicos,Consultoria,7,786.28,Centro-Oeste,31
524,2024-10-05,livros,Engenharia,10,512.35,Sudeste,18
525,2024-04-02,eletronicos,Teclado,10,234.64,Centro-Oeste,4
526,2024-08-29,servicos,Treinamento,10,999.61,Nordeste,7
527,2024-05-06,roupas,Jaqueta,9,819.96,Norte,49
528,2024-04-22,servicos,Auditoria,6,936.5,Nordeste,12
529,2024-05-01,servicos,Treinamento,6,915.7,Norte,46
530,2024-12-24,alimentos,Acucar,10,159.26,Nordeste,32
531,2024-10-04,alimentos,Feijao,8,57.2,Norte,15
532,2024-11-04,roupas,Camiseta,9,488.43,Centro-Oeste,40
533,2024-04-13,roupas,Jaqueta,3,920.41,Centro-Oeste,4
534,2024-01-12,roupas,Meia,3,778.88,Sul,24
535,2024-02-07,alimentos,Oleo,10,119.01,Centro-Oeste,21
536,2024-03-10,roupas,Tenis,8,656.2,Nordeste,46
537,2024-10-14,servicos,Treinamento,4,672.22,Nordeste,25
538,2024-06-06,alimentos,Feijao,3,734.25,Sul,26
539,2024-10-17,eletronicos,Mouse,10,331.85,Sul,15
540,2024-11-23,servicos,Consultoria,8,157.83,Norte,16
541,2024-06-26,alimentos,Feijao,2,825.23,Centro-Oeste,29
542,2024-01-06,alimentos,Feijao,4,699.31,Centro-Oeste,17
543,2024-02-25,eletronicos,Notebook,7,449.46,Sudeste,11
544,2024-07-30,livros,Ficcao,6,555.1,Norte,31
545,2024-10-22,roupas,Calca,8,92.24,Norte,19
546,2024-01-11,alimentos,Cafe,2,92.72,Nordeste,25
547,2024-03-23,eletronicos,Webcam,2,351.19,Sul,31
548,2024-12-26,eletronicos,Monitor,3,615.17,Sudeste,11
549,2024-01-28,eletronicos,Teclado,4,974.91,Sudeste,45
550,2024-10-10,servicos,Treinamento,5,311.45,Norte,4
551,2024-07-20,servicos,Design,8,170.52,Centro-Oeste,1
552,2024-08-06,eletronicos,Teclado,10,490.72,Norte,2
553,2024-04-15,roupas,Jaqueta,2,484.1,Norte,20
554,2024-07-22,livros,Ficcao,5,109.31,Sul,25
555,2024-04-04,alimentos,Oleo,6,202.85,Norte,17
556,2024-08-13,livros,Engenharia,4,840.34,Sul,4
557,2024-03-18,eletronicos,Notebook,6,812.02,Sudeste,49
558,2024-10-28,roupas,Meia,1,843.98,Sul,27
559,2024-10-01,livros,Historia,4,486.74,Norte,26
560,2024-12-31,eletronicos,Webcam,10,902.45,Sul,44
561,2024-11-13,roupas,Camiseta,8,189.42,Nordeste,14
562,2024-04-08,roupas,Camiseta,7,96.8,Sudeste,13
563,2024-11-17,roupas,Meia,5,333.35,Norte,6
564,2024-07-17,servicos,Auditoria,9,339.6,Centro-Oeste,34
565,2024-08-22,eletronicos,Webcam,10,532.11,Sudeste,8
566,2024-07-31,roupas,Calca,10,596.18,Norte,7
567,2024-10-15,eletronicos,Teclado,9,882.53,Sudeste,17
568,2024-07-15,livros,Historia,10,483.59,Nordeste,18
569,2024-07-25,roupas,Meia,10,687.2,Sudeste,3
570,2024-07-21,alimentos,Feijao,1,750.83,Centro-Oeste,24
571,2024-01-11,alimentos,Cafe,5,294.74,Sudeste,45
572,2024-12-16,eletronicos,Mouse,3,314.47,Sudeste,50
573,2024-06-13,alimentos,Oleo,10,652.64,Nordeste,29
574,2024-04-18,livros,Ficcao,9,869.85,Norte,33
575,2024-03-22,eletronicos,Teclado,9,415.32,Sul,37
576,2024-01-15,roupas,Calca,4,840.24,Nordeste,3
577,2024-08-21,eletronicos,Teclado,4,288.5,Sudeste,33
578,2024-07-22,eletronicos,Notebook,4,385.02,Sul,29
579,2024-03-31,livros,Historia,9,362.76,Nordeste,17
580,2024-12-18,eletronicos,Teclado,1,398.83,Nordeste,37
581,2024-04-19,roupas,Calca,4,283.7,Sudeste,33
582,2024-01-11,eletronicos,Monitor,3,654.42,Sul,1
583,2024-04-24,alimentos,Acucar,5,718.49,Centro-Oeste,28
584,2024-07-11,alimentos,Oleo,5,233.84,Centro-Oeste,44
585,2024-09-23,servicos,Auditoria,10,120.27,Sul,43
586,2024-07-10,servicos,Design,10,297.02,Norte,31
587,2024-02-02,alimentos,Cafe,6,864.26,Centro-Oeste,42
588,2024-12-30,alimentos,Feijao,3,526.95,Nordeste,4
589,2024-11-03,livros,Engenharia,3,726.86,Sudeste,19
590,2024-05-12,livros,Ficcao,7,742.0,Sul,46
591,2024-10-19,roupas,Jaqueta,4,692.59,Sudeste,43
592,2024-07-02,servicos,Treinamento,3,843.83,Sul,12
593,2024-05-30,eletronicos,Monitor,3,746.1,Sul,49
594,2024-04-03,alimentos,Arroz,4,368.18,Centro-Oeste,27
595,2024-06-18,alimentos,Cafe,10,308.17,Norte,31
596,2024-01-28,servicos,Design,10,89.79,Nordeste,33
597,2024-03-02,livros,Historia,5,424.85,Nordeste,9
598,2024-04-12,alimentos,Oleo,10,894.99,Sudeste,10
599,2024-06-10,roupas,Camiseta,8,345.98,Nordeste,21
600,2024-11-20,eletronicos,Notebook,8,288.06,Nordeste,37
601,2024-03-22,livros,Rust,3,622.19,Sudeste,26
602,2024-08-07,livros,Ficcao,1,56.97,Nordeste,47
603,2024-07-10,eletronicos,Teclado,9,206.77,Norte,41
604,2024-05-07,roupas,Jaqueta,5,146.35,Sudeste,33
605,2024-10-28,alimentos,Feijao,2,827.37,Centro-Oeste,19
606,2024-08-21,servicos,Design,9,351.08,Nordeste,22
607,2024-09-07,alimentos,Feijao,3,949.12,Sudeste,2
608,2024-04-26,roupas,Calca,4,739.4,Sul,33
609,2024-03-27,eletronicos,Teclado,1,387.69,Centro-Oeste,50
610,2024-09-30,servicos,Consultoria,10,994.79,Norte,42
611,2024-01-11,eletronicos,Notebook,7,455.43,Norte,36
612,2024-05-09,livros,Python,4,701.29,Norte,20
613,2024-08-03,eletronicos,Webcam,5,630.34,Nordeste,27
614,2024-02-23,servicos,Design,2,297.05,Norte,32
615,2024-04-11,servicos,Suporte,5,834.87,Nordeste,23
616,2024-12-26,livros,Engenharia,3,58.62,Sudeste,14
617,2024-12-18,livros,Engenharia,4,22.68,Norte,8
618,2024-10-20,livros,Python,2,783.94,Norte,47
619,2024-02-21,alimentos,Feijao,8,988.89,Centro-Oeste,17
620,2024-08-25,eletronicos,Notebook,3,876.66,Centro-Oeste,24
621,2024-12-12,alimentos,Oleo,2,113.1,Norte,1
622,2024-03-11,roupas,Jaqueta,6,896.64,Sul,18
623,2024-02-17,alimentos,Cafe,3,131.56,Sudeste,30
624,2024-05-19,livros,Ficcao,7,655.87,Nordeste,8
625,2024-03-08,eletronicos,Mouse,2,427.71,Sul,31
626,2024-10-18,livros,Python,10,392.16,Centro-Oeste,40
627,2024-01-15,roupas,Tenis,8,130.68,Sudeste,29
628,2024-01-24,eletronicos,Teclado,6,32.11,Sul,50
629,2024-10-22,servicos,Suporte,6,528.72,Sul,7
630,2024-08-09,roupas,Tenis,6,670.44,Sudeste,10
631,2024-10-12,servicos,Consultoria,1,650.53,Nordeste,33
632,2024-08-28,livros,Python,2,756.4,Centro-Oeste,16
633,2024-06-18,alimentos,Arroz,9,238.25,Sudeste,26
634,2024-04-30,eletronicos,Monitor,8,805.24,Sudeste,6
635,2024-09-12,livros,Engenharia,2,981.06,Norte,7
636,2024-07-25,livros,Rust,9,558.12,Norte,39
637,2024-11-12,alimentos,Acucar,9,222.71,Sudeste,22
638,2024-07-05,eletronicos,Mouse,8,345.33,Sul,39
639,2024-08-30,alimentos,Oleo,2,115.49,Nordeste,1
640,2024-06-23,alimentos,Cafe,9,531.55,Norte,3
641,2024-03-25,livros,Python,7,124.82,Sul,13
642,2024-04-06,eletronicos,Monitor,4,467.91,Nordeste,46
643,2024-06-22,eletronicos,Monitor,1,928.09,Sul,8
644,2024-08-18,livros,Historia,9,151.94,Sudeste,1
645,2024-09-28,eletronicos,Webcam,7,842.04,Sudeste,33
646,2024-03-31,servicos,Suporte,3,121.48,Sul,39
647,2024-06-13,servicos,Auditoria,7,979.91,Nordeste,18
648,2024-07-22,alimentos,Cafe,8,808.7,Nordeste,27
649,2024-11-04,servicos,Treinamento,9,863.49,Sul,41
650,2024-04-21,roupas,Calca,10,720.1,Centro-Oeste,44
651,2024-03-08,roupas,Meia,9,700.43,Centro-Oeste,46
652,2024-02-29,alimentos,Acucar,8,591.15,Sudeste,44
653,2024-09-30,alimentos,Oleo,1,532.28,Norte,25
654,2024-03-15,eletronicos,Notebook,4,281.64,Nordeste,19
655,2024-12-15,alimentos,Feijao,1,696.78,Centro-Oeste,14
656,2024-10-04,eletronicos,Teclado,8,120.43,Sul,15
657,2024-11-27,servicos,Auditoria,4,520.7,Centro-Oeste,45
658,2024-12-06,eletronicos,Monitor,7,428.23,Centro-Oeste,36
659,2024-01-28,eletronicos,Teclado,4,628.15,Sudeste,15
660,2024-11-20,alimentos,Acucar,9,743.68,Nordeste,50
661,2024-04-09,alimentos,Oleo,3,983.78,Norte,12
662,2024-03-29,servicos,Consultoria,7,59.82,Centro-Oeste,36
663,2024-05-15,roupas,Calca,10,849.09,Norte,22
664,2024-08-26,roupas,Camiseta,3,930.06,Sul,4
665,2024-11-16,servicos,Treinamento,8,794.11,Sul,23
666,2024-02-07,alimentos,Acucar,4,957.85,Sul,5
667,2024-09-15,roupas,Tenis,9,546.3,Norte,23
668,2024-04-23,roupas,Jaqueta,6,373.58,Nordeste,49
669,2024-11-12,servicos,Auditoria,9,827.21,Norte,8
670,2024-12-08,alimentos,Oleo,4,906.41,Sul,40
671,2024-05-04,eletronicos,Teclado,7,917.61,Norte,25
672,2024-05-11,servicos,Treinamento,1,913.11,Centro-Oeste,33
673,2024-09-17,livros,Ficcao,1,310.51,Nordeste,21
674,2024-09-20,eletronicos,Notebook,3,972.2,Sul,35
675,2024-01-04,eletronicos,Mouse,4,867.65,Sudeste,7
676,2024-04-15,servicos,Auditoria,2,751.95,Nordeste,2
677,2024-08-23,alimentos,Arroz,2,91.78,Nordeste,17
678,2024-10-12,eletronicos,Webcam,4,912.77,Sudeste,25
679,2024-08-18,livros,Ficcao,6,36.55,Norte,35
680,2024-01-04,servicos,Consultoria,10,64.61,Norte,23
681,2024-09-14,eletronicos,Teclado,5,614.43,Centro-Oeste,49
682,2024-08-12,livros,Ficcao,1,484.51,Sul,15
683,2024-03-10,livros,Historia,5,960.93,Nordeste,20
684,2024-12-12,alimentos,Arroz,9,877.27,Nordeste,8
685,2024-01-22,eletronicos,Webcam,10,406.2,Sul,6
686,2024-06-05,roupas,Jaqueta,4,424.4,Sul,10
687,2024-03-23,roupas,Calca,10,838.05,Nordeste,8
688,2024-04-02,servicos,Consultoria,9,472.04,Sul,5
689,2024-05-28,eletronicos,Teclado,2,213.47,Sul,32
690,2024-06-18,alimentos,Feijao,4,118.04,Sul,5
691,2024-04-09,alimentos,Oleo,8,341.78,Centro-Oeste,45
692,2024-10-26,roupas,Meia,10,377.2,Centro-Oeste,28
693,2024-03-27,eletronicos,Teclado,4,789.95,Sudeste,18
694,2024-07-03,roupas,Jaqueta,8,473.59,Centro-Oeste,50
695,2024-06-05,livros,Historia,2,192.25,Sul,6
696,2024-05-23,roupas,Meia,4,277.97,Norte,47
697,2024-02-08,eletronicos,Webcam,1,816.39,Sul,26
698,2024-10-29,roupas,Camiseta,9,275.4,Sul,31
699,2024-11-30,roupas,Jaqueta,7,238.84,Sul,47
700,2024-05-28,roupas,Tenis,9,520.2,Sudeste,24
701,2024-09-14,eletronicos,Mouse,10,690.48,Sul,9
702,2024-08-16,roupas,Calca,10,949.74,Nordeste,48
703,2024-09-04,alimentos,Arroz,4,766.24,Nordeste,5
704,2024-05-15,alimentos,Feijao,1,675.21,Sul,24
705,2024-07-17,livros,Ficcao,1,59.11,Centro-Oeste,7
706,2024-12-26,servicos,Treinamento,5,587.06,Sul,12
707,2024-07-11,livros,Engenharia,10,660.27,Norte,34
708,2024-05-08,livros,Python,9,417.73,Centro-Oeste,32
709,2024-09-03,servicos,Consultoria,9,884.39,Sudeste,11
710,2024-04-27,eletronicos,Webcam,5,227.29,Nordeste,11
711,2024-07-04,servicos,Consultoria,4,426.32,Centro-Oeste,47
712,2024-02-28,livros,Ficcao,8,226.49,Nordeste,42
713,2024-07-29,eletronicos,Mouse,1,145.33,Sul,11
714,2024-03-09,servicos,Consultoria,10,163.93,Nordeste,17
715,2024-04-02,servicos,Auditoria,10,969.86,Norte,47
716,2024-12-04,alimentos,Arroz,4,460.22,Sudeste,31
717,2024-03-28,roupas,Tenis,10,159.86,Sul,50
718,2024-04-03,servicos,Design,5,184.37,Centro-Oeste,30
719,2024-11-01,servicos,Consultoria,4,390.65,Nordeste,7
720,2024-01-09,roupas,Meia,9,690.68,Nordeste,39
721,2024-02-19,roupas,Tenis,10,607.82,Sul,33
722,2024-03-01,eletronicos,Monitor,3,903.95,Sul,1
723,2024-12-13,livros,Historia,7,382.97,Norte,45
724,2024-09-28,livros,Python,8,793.76,Sudeste,23
725,2024-10-28,servicos,Consultoria,7,151.21,Sudeste,50
726,2024-04-29,eletronicos,Teclado,10,879.23,Sudeste,17
727,2024-04-06,eletronicos,Notebook,10,532.09,Sul,1
728,2024-07-11,roupas,Jaqueta,7,375.02,Nordeste,28
729,2024-11-29,servicos,Treinamento,5,857.88,Sudeste,37
730,2024-07-06,servicos,Treinamento,7,759.87,Sudeste,36
731,2024-10-12,livros,Python,6,567.91,Sudeste,17
732,2024-06-06,servicos,Treinamento,7,741.07,Norte,48
733,2024-04-27,livros,Python,2,230.17,Sudeste,22
734,2024-10-08,servicos,Consultoria,3,401.32,Norte,6
735,2024-03-15,livros,Historia,7,106.38,Centro-Oeste,15
736,2024-07-08,eletronicos,Webcam,1,730.0,Sudeste,40
737,2024-12-01,servicos,Treinamento,10,76.31,Nordeste,41
738,2024-09-10,livros,Rust,4,853.56,Sul,19
739,2024-04-09,eletronicos,Webcam,9,525.5,Nordeste,40
740,2024-03-27,eletronicos,Teclado,4,661.92,Nordeste,6
741,2024-05-21,livros,Engenharia,7,417.34,Nordeste,34
742,2024-01-08,eletronicos,Notebook,9,298.8,Sul,38
743,2024-06-27,alimentos,Cafe,4,614.24,Nordeste,30
744,2024-07-25,servicos,Consultoria,5,191.53,Sul,7
745,2024-10-13,eletronicos,Webcam,5,353.17,Norte,33
746,2024-05-11,servicos,Design,5,700.31,Sudeste,37
747,2024-09-04,roupas,Jaqueta,8,687.96,Sul,2
748,2024-09-03,eletronicos,Teclado,2,395.02,Nordeste,44
749,2024-12-25,roupas,Jaqueta,7,956.34,Sul,35
750,2024-01-05,alimentos,Feijao,5,111.15,Centro-Oeste,5
751,2024-10-10,roupas,Tenis,6,366.47,Sul,18
752,2024-04-03,roupas,Tenis,4,250.16,Nordeste,17
753,2024-04-15,roupas,Calca,4,839.61,Centro-Oeste,10
754,2024-02-24,eletronicos,Notebook,8,621.55,Sul,3
755,2024-09-03,alimentos,Acucar,6,502.49,Sul,18
756,2024-09-08,roupas,Meia,5,409.92,Sul,9
757,2024-01-28,servicos,Auditoria,8,940.86,Norte,33
758,2024-06-26,livros,Python,8,976.98,Sul,30
759,2024-06-10,eletronicos,Notebook,4,391.84,Norte,21
760,2024-07-04,servicos,Treinamento,3,557.59,Nordeste,18
761,2024-08-29,servicos,Treinamento,6,200.24,Sudeste,14
762,2024-08-02,alimentos,Cafe,7,294.04,Nordeste,37
763,2024-03-08,servicos,Suporte,2,726.4,Nordeste,36
764,2024-08-09,livros,Python,3,804.04,Nordeste,31
765,2024-01-05,roupas,Tenis,8,151.78,Sul,35
766,2024-06-10,livros,Engenharia,5,570.9,Sul,4
767,2024-07-22,eletronicos,Mouse,1,231.16,Centro-Oeste,31
768,2024-11-18,eletronicos,Monitor,6,274.57,Centro-Oeste,36
769,2024-10-12,alimentos,Cafe,1,423.53,Centro-Oeste,44
770,2024-11-06,roupas,Meia,10,656.87,Sul,12
771,2024-05-25,alimentos,Cafe,9,497.74,Sudeste,6
772,2024-07-14,servicos,Treinamento,8,639.08,Nordeste,11
773,2024-11-23,alimentos,Oleo,10,580.2,Norte,6
774,2024-03-23,alimentos,Feijao,6,330.54,Centro-Oeste,46
775,2024-05-16,servicos,Auditoria,5,889.94,Centro-Oeste,48
776,2024-10-27,servicos,Auditoria,7,183.97,Norte,9
777,2024-04-30,alimentos,Arroz,4,183.57,Norte,7
778,2024-02-02,livros,Historia,1,45.84,Sudeste,34
779,2024-02-12,eletronicos,Teclado,10,172.17,Sudeste,20
780,2024-04-27,roupas,Jaqueta,8,633.95,Nordeste,34
781,2024-03-28,eletronicos,Notebook,6,863.16,Centro-Oeste,31
782,2024-08-27,servicos,Treinamento,9,455.95,Sul,12
783,2024-10-29,servicos,Auditoria,10,446.28,Sul,20
784,2024-06-26,livros,Historia,4,808.61,Sudeste,20
785,2024-07-06,livros,Engenharia,3,317.5,Norte,34
786,2024-03-10,alimentos,Cafe,8,544.4,Sudeste,49
787,2024-09-01,alimentos,Arroz,7,802.01,Sul,15
788,2024-01-04,servicos,Treinamento,4,423.5,Sul,28
789,2024-07-21,roupas,Calca,7,831.86,Nordeste,17
790,2024-02-10,livros,Python,9,769.25,Sul,45
791,2024-12-16,alimentos,Cafe,9,812.63,Sudeste,13
792,2024-02-05,roupas,Calca,5,128.15,Sudeste,40
793,2024-08-19,alimentos,Acucar,8,204.03,Norte,10
794,2024-01-26,servicos,Consultoria,3,972.89,Centro-Oeste,18
795,2024-03-05,livros,Rust,4,108.39,Norte,32
796,2024-04-21,alimentos,Oleo,5,790.01,Sudeste,24
797,2024-08-25,eletronicos,Teclado,2,846.68,Nordeste,4
798,2024-05-16,livros,Rust,9,480.74,Nordeste,17
799,2024-07-14,eletronicos,Notebook,4,397.1,Sudeste,16
800,2024-01-18,roupas,Tenis,2,530.72,Nordeste,31
801,2024-07-18,alimentos,Cafe,3,636.58,Norte,48
802,2024-10-08,servicos,Consultoria,5,491.61,Centro-Oeste,13
803,2024-07-03,eletronicos,Mouse,2,251.25,Sudeste,21
804,2024-01-08,roupas,Jaqueta,10,137.26,Nordeste,1
805,2024-01-22,servicos,Auditoria,10,171.89,Norte,16
806,2024-03-21,livros,Rust,10,351.65,Norte,4
807,2024-07-01,roupas,Meia,2,143.31,Nordeste,21
808,2024-10-12,alimentos,Oleo,4,40.93,Sudeste,23
809,2024-03-09,alimentos,Arroz,8,712.49,Sul,19
810,2024-10-04,livros,Python,10,202.89,Centro-Oeste,21
811,2024-08-27,alimentos,Acucar,9,177.14,Sul,10
812,2024-08-18,alimentos,Cafe,9,379.77,Norte,50
813,2024-11-22,servicos,Auditoria,3,885.27,Sul,24
814,2024-11-13,roupas,Jaqueta,2,665.12,Sul,25
815,2024-04-07,servicos,Auditoria,9,171.05,Centro-Oeste,21
816,2024-07-28,alimentos,Arroz,2,532.74,Norte,3
817,2024-03-07,roupas,Camiseta,4,124.91,Nordeste,7
818,2024-01-17,servicos,Auditoria,8,535.3,Sul,17
819,2024-01-26,alimentos,Feijao,10,723.49,Norte,14
820,2024-12-01,livros,Rust,8,805.0,Norte,24
821,2024-10-12,livros,Engenharia,1,827.17,Centro-Oeste,34
822,2024-01-21,eletronicos,Teclado,2,945.71,Sul,7
823,2024-02-21,roupas,Meia,7,205.67,Sul,43
824,2024-05-07,servicos,Suporte,9,754.21,Sudeste,48
825,2024-02-24,servicos,Treinamento,8,708.5,Sudeste,7
826,2024-03-26,roupas,Meia,7,514.6,Nordeste,35
827,2024-11-03,livros,Engenharia,6,559.08,Centro-Oeste,24
828,2024-07-30,livros,Engenharia,10,255.91,Sul,14
829,2024-07-11,servicos,Treinamento,6,962.42,Sudeste,26
830,2024-01-01,eletronicos,Teclado,10,35.98,Nordeste,20
831,2024-01-04,alimentos,Feijao,4,858.61,Norte,50
832,2024-12-19,alimentos,Acucar,9,565.2,Sul,10
833,2024-02-18,eletronicos,Monitor,6,172.98,Centro-Oeste,24
834,2024-10-25,roupas,Calca,5,814.85,Norte,37
835,2024-07-23,servicos,Suporte,2,729.11,Sudeste,12
836,2024-09-06,servicos,Consultoria,10,649.41,Norte,47
837,2024-10-22,livros,Rust,1,923.43,Centro-Oeste,23
838,2024-08-10,livros,Rust,4,752.73,Sul,1
839,2024-11-20,livros,Rust,5,533.9,Centro-Oeste,35
840,2024-10-16,roupas,Jaqueta,9,703.81,Nordeste,4
841,2024-12-10,livros,Ficcao,10,583.75,Norte,15
842,2024-08-09,alimentos,Oleo,3,149.55,Norte,31
843,2024-10-19,eletronicos,Webcam,7,277.31,Sudeste,33
844,2024-08-10,roupas,Calca,8,568.11,Sudeste,26
845,2024-11-29,servicos,Suporte,9,623.68,Sul,16
846,2024-05-04,eletronicos,Teclado,7,336.94,Sul,6
847,2024-02-27,livros,Ficcao,6,361.34,Centro-Oeste,23
848,2024-10-31,eletronicos,Teclado,3,987.9,Sul,29
849,2024-11-15,roupas,Tenis,1,925.73,Nordeste,13
850,2024-12-16,alimentos,Feijao,2,130.12,Norte,16
851,2024-11-13,roupas,Jaqueta,1,356.41,Norte,20
852,2024-08-18,livros,Rust,6,224.83,Sul,14
853,2024-04-14,servicos,Design,5,557.82,Sul,47
854,2024-03-13,eletronicos,Monitor,10,907.92,Sul,3
855,2024-05-10,roupas,Camiseta,5,216.68,Sul,18
856,2024-01-28,livros,Rust,2,400.87,Centro-Oeste,43
857,2024-12-03,alimentos,Arroz,1,306.65,Sudeste,15
858,2024-07-13,servicos,Consultoria,6,494.97,Sul,35
859,2024-02-15,roupas,Calca,9,967.46,Sul,46
860,2024-01-12,eletronicos,Mouse,9,318.83,Sudeste,26
861,2024-03-21,eletronicos,Teclado,6,368.27,Centro-Oeste,16
862,2024-09-13,alimentos,Arroz,5,881.1,Norte,36
863,2024-05-23,roupas,Calca,6,899.23,Nordeste,6
864,2024-07-14,servicos,Design,4,428.99,Sul,10
865,2024-08-06,alimentos,Acucar,6,460.19,Nordeste,14
866,2024-11-30,roupas,Meia,9,690.37,Nordeste,9
867,2024-06-07,servicos,Suporte,7,995.77,Nordeste,42
