id,cliente_id,categoria,valor,data
721,24,eletronicos,932.75,2024-04-12
722,38,servicos,188.13,2024-10-08
723,2,roupas,943.55,2024-04-17
724,29,alimentos,832.97,2024-02-05
725,27,roupas,147.79,2024-06-04
726,16,alimentos,662.08,2024-08-04
727,25,eletronicos,454.58,2024-11-02
728,31,servicos,406.8,2024-09-16
729,45,roupas,548.21,2024-07-03
730,45,servicos,597.88,2024-02-13
731,7,livros,661.03,2024-06-30
732,11,servicos,53.85,2024-11-26
733,44,roupas,967.14,2024-06-18
734,28,eletronicos,20.44,2024-05-12
735,15,servicos,749.38,2024-10-12
736,38,servicos,228.82,2024-07-10
737,26,roupas,774.62,2024-10-28
738,45,servicos,159.24,2024-01-13
739,31,eletronicos,302.48,2024-02-13
740,8,livros,354.85,2024-06-24
741,30,livros,525.9,2024-06-27
742,31,eletronicos,443.78,2024-12-22
743,29,alimentos,76.5,2024-01-23
744,46,eletronicos,32.36,2024-06-24
745,42,eletronicos,680.37,2024-03-25
746,48,livros,520.83,2024-10-09
747,11,alimentos,564.25,2024-08-24
748,15,roupas,633.46,2024-04-05
749,41,roupas,401.63,2024-11-10
750,13,roupas,596.28,2024-07-18
751,1,livros,213.73,2024-12-26
752,5,servicos,110.73,2024-10-01
753,12,alimentos,332.73,2024-08-22
754,8,alimentos,673.99,2024-09-07
755,34,alimentos,601.0,2024-11-08
756,26,servicos,123.09,2024-06-29
757,30,servicos,180.8,2024-12-10
758,46,alimentos,919.5,2024-10-29
759,6,livros,320.05,2024-05-02
760,20,eletronicos,191.21,2024-12-21
761,10,servicos,394.58,2024-11-01
762,9,servicos,389.87,2024-04-05
763,32,servicos,696.5,2024-11-26
764,12,servicos,175.2,2024-05-27
765,9,livros,321.43,2024-08-18
766,40,eletronicos,866.87,2024-01-05
767,32,livros,203.18,2024-07-15
768,36,servicos,656.54,2024-07-28
769,44,roupas,421.47,2024-08-15
770,32,livros,91.84,2024-01-16
771,49,livros,299.17,2024-05-20
772,15,servicos,295.78,2024-08-22
773,37,roupas,554.23,2024-02-27
774,37,eletronicos,275.21,2024-10-05
775,24,servicos,824.38,2024-01-22
776,49,roupas,550.89,2024-08-05
777,7,livros,304.73,2024-01-17
778,29,alimentos,355.09,2024-02-14
779,29,eletronicos,777.88,2024-05-01
780,14,servicos,692.24,2024-12-29
781,40,roupas,174.32,2024-03-12
782,14,livros,807.39,2024-10-18
783,23,servicos,288.27,2024-10-02
784,11,alimentos,979.21,2024-05-29
785,19,servicos,274.67,2024-09-20
786,44,eletronicos,144.23,2024-07-29
787,4,alimentos,868.38,2024-03-05
788,45,livros,257.18,2024-12-30
789,21,livros,763.86,2024-12-12
790,26,roupas,150.75,2024-11-19
791,18,roupas,381.42,2024-02-08
792,41,eletronicos,408.82,2024-05-22
793,45,alimentos,460.15,2024-09-06
794,21,servicos,12.45,2024-02-17
795,47,roupas,638.49,2024-12-23
796,23,eletronicos,797.72,2024-07-22
797,14,roupas,826.6,2024-09-10
798,18,alimentos,830.06,2024-06-21
799,36,servicos,139.29,2024-09-05
800,22,eletronicos,55.48,2024-11-16
801,30,eletronicos,132.99,2024-03-21
802,29,roupas,10.67,2024-08-07
803,13,livros,883.33,2024-06-03
804,11,alimentos,102.41,2024-07-03
805,17,eletronicos,378.13,2024-11-28
806,11,eletronicos,402.38,2024-06-05
807,47,livros,434.94,2024-02-16
808,46,eletronicos,11.08,2024-09-01
809,5,livros,597.74,2024-09-22
810,44,roupas,19.19,2024-12-22
811,22,eletronicos,988.27,2024-08-04
812,45,livros,482.92,2024-04-27
813,25,eletronicos,733.46,2024-02-22
814,7,alimentos,373.89,2024-06-02
815,9,roupas,775.73,2024-03-09
816,42,livros,77.73,2024-10-15
817,1,servicos,653.52,2024-08-13
818,23,livros,631.8,2024-03-18
819,27,servicos,689.7,2024-04-21
820,6,eletronicos,148.61,2024-03-04
821,38,roupas,358.02,2024-08-07
822,21,livros,255.31,2024-11-26
823,6,livros,557.86,2024-11-03
824,47,servicos,292.07,2024-12-19
825,2,alimentos,213.39,2024-11-06
826,33,livros,750.37,2024-05-31
827,42,eletronicos,785.96,2024-05-02
828,32,roupas,121.62,2024-09-12
829,41,servicos,80.3,2024-01-07
830,24,alimentos,140.66,2024-10-18
831,27,alimentos,550.89,2024-03-29
832,49,roupas,954.91,2024-02-07
833,2,servicos,76.86,2024-05-14
834,14,eletronicos,923.35,2024-07-22
835,33,alimentos,632.28,2024-09-13
836,50,roupas,429.34,2024-07-24
837,6,servicos,542.28,2024-03-19
838,18,eletronicos,316.81,2024-09-18
839,14,livros,541.03,2024-07-19
840,38,eletronicos,317.07,2024-08-11
841,47,livros,67.33,2024-02-14
842,28,eletronicos,458.84,2024-11-07
843,4,alimentos,669.42,2024-12-02
844,48,livros,128.25,2024-12-28
845,9,eletronicos,172.19,2024-06-26
846,34,servicos,785.16,2024-05-12
847,11,alimentos,135.66,2024-05-17
848,47,eletronicos,773.72,2024-01-16
849,22,roupas,279.26,2024-02-02
850,17,servicos,631.26,2024-09-11
851,30,servicos,366.52,2024-09-12
852,37,livros,374.01,2024-05-10
853,50,eletronicos,895.33,2024-12-11
854,47,eletronicos,236.12,2024-09-17
855,1,eletronicos,860.1,2024-01-07
856,16,eletronicos,477.05,2024-07-15
857,10,livros,931.85,2024-01-19
858,36,roupas,232.27,2024-05-07
859,27,alimentos,278.55,2024-02-09
860,37,alimentos,128.21,2024-12-10
861,4,livros,230.95,2024-09-21
862,3,roupas,78.24,2024-08-26
863,19,alimentos,334.03,2024-10-10
864,30,eletronicos,375.23,2024-05-29
865,37,alimentos,742.18,2024-05-04
866,30,alimentos,595.77,2024-09-09
867,50,livros,735.14,2024-10-06
868,49,livros,159.06,2024-07-28
869,2,livros,546.13,2024-11-21
870,45,eletronicos,951.48,2024-01-01
871,49,roupas,850.52,2024-06-06
872,7,livros,534.52,2024-05-01
873,27,roupas,961.57,2024-03-13
874,46,alimentos,102.1,2024-04-28
875,34,roupas,703.84,2024-07-09
876,30,eletronicos,584.96,2024-09-15
877,9,roupas,84.08,2024-10-17
878,4,roupas,665.82,2024-03-07
879,16,alimentos,268.38,2024-06-10
880,26,alimentos,324.88,2024-05-19
881,15,eletronicos,944.12,2024-03-10
882,50,servicos,117.88,2024-02-24
883,11,roupas,471.39,2024-07-27
884,8,servicos,364.7,2024-04-16
885,29,alimentos,468.71,2024-03-02
886,6,livros,809.52,2024-06-04
887,46,servicos,49.93,2024-06-16
888,10,eletronicos,714.05,2024-07-01
889,26,servicos,58.46,2024-06-02
890,17,livros,40.77,2024-07-26
891,29,servicos,750.6,2024-05-07
892,7,roupas,110.89,2024-03-12
893,8,eletronicos,71.05,2024-04-23
894,9,livros,825.44,2024-07-09
895,44,eletronicos,586.5,2024-05-12
896,5,eletronicos,997.19,2024-04-11
897,42,roupas,811.21,2024-02-17
898,22,eletronicos,52.27,2024-08-24
899,4,livros,924.89,2024-08-09
900,47,roupas,501.17,2024-07-14
901,44,roupas,181.08,2024-04-19
902,12,alimentos,287.06,2024-03-17
903,3,servicos,622.98,2024-05-05
904,42,alimentos,503.9,2024-10-08
905,31,eletronicos,96.84,2024-07-15
906,9,roupas,207.46,2024-09-26
907,16,servicos,796.9,2024-07-14
908,46,alimentos,484.89,2024-09-05
909,23,servicos,507.37,2024-07-17
910,18,livros,35.8,2024-11-01
911,15,eletronicos,896.81,2024-05-23
912,4,roupas,534.14,2024-10-26
913,15,livros,109.13,2024-12-02
914,16,alimentos,538.35,2024-01-29
915,49,livros,579.94,2024-07-17
916,23,livros,184.34,2024-10-30
917,21,alimentos,914.84,2024-01-15
918,46,alimentos,948.08,2024-10-15
919,10,servicos,948.88,2024-09-09
920,35,alimentos,183.8,2024-01-20
921,6,eletronicos,240.3,2024-04-22
922,2,servicos,483.21,2024-06-18
923,40,livros,808.38,2024-06-23
924,46,livros,919.59,2024-06-14
925,4,eletronicos,156.23,2024-12-26
926,10,eletronicos,848.02,2024-07-05
927,5,alimentos,707.49,2024-12-05
928,26,servicos,110.02,2024-06-03
929,21,livros,976.1,2024-08-11
930,41,roupas,652.69,2024-03-30
931,46,servicos,696.62,2024-11-10
932,23,livros,668.88,2024-03-30
933,25,alimentos,736.66,2024-05-30
934,9,livros,731.54,2024-12-25
935,37,roupas,852.25,2024-10-17
936,3,livros,606.36,2024-11-09
937,15,servicos,113.07,2024-09-11
938,10,alimentos,747.89,2024-05-01
939,23,alimentos,176.21,2024-02-15
940,46,alimentos,452.16,2024-05-15
941,14,livros,696.24,2024-06-28
942,17,eletronicos,723.21,2024-01-25
943,25,roupas,735.26,2024-03-26
944,27,roupas,882.95,2024-06-28
945,35,roupas,110.41,2024-09-02
946,37,livros,171.03,2024-02-07
947,3,alimentos,29.88,2024-05-13
948,7,eletronicos,348.39,2024-07-11
949,11,eletronicos,551.58,2024-02-17
950,22,servicos,985.42,2024-09-04
951,46,eletronicos,437.01,2024-11-30
952,11,servicos,890.86,2024-03-21
953,4,eletronicos,337.78,2024-04-07
954,27,servicos,724.82,2024-10-03
955,17,alimentos,304.43,2024-02-19
956,4,roupas,576.05,2024-09-08
957,10,eletronicos,367.22,2024-08-06
958,6,alimentos,825.66,2024-11-16
959,39,roupas,207.68,2024-01-14
960,14,livros,641.81,2024-02-11
961,31,eletronicos,315.27,2024-07-22
962,31,roupas,895.93,2024-05-15
963,6,servicos,393.65,2024-07-08
964,25,alimentos,194.72,2024-01-23
965,17,roupas,470.41,2024-04-25
966,18,servicos,71.02,2024-12-22
967,43,eletronicos,94.85,2024-06-25
968,35,roupas,971.0,2024-10-28
969,15,servicos,70.37,2024-07-17
970,34,roupas,965.97,2024-12-17
971,31,servicos,882.84,2024-08-31
972,20,eletronicos,400.86,2024-01-18
973,33,servicos,901.45,2024-10-19
974,44,servicos,155.97,2024-08-17
975,12,livros,972.44,2024-04-08
976,9,eletronicos,429.14,2024-12-15
977,28,livros,997.3,2024-11-17
978,10,servicos,265.31,2024-02-04
979,6,roupas,560.8,2024-10-09
980,21,alimentos,524.49,2024-01-07
981,45,servicos,591.7,2024-08-02
982,8,roupas,158.15,2024-10-17
983,38,servicos,760.79,2024-02-21
984,7,servicos,781.75,2024-05-26
985,35,alimentos,879.11,2024-05-15
986,25,roupas,576.3,2024-08-30
987,3,livros,282.66,2024-03-14
988,40,servicos,684.0,2024-07-24
989,3,roupas,890.68,2024-06-18
990,45,livros,58.8,2024-08-31
991,18,alimentos,30.03,2024-06-04
992,20,alimentos,844.42,2024-12-22
993,44,eletronicos,972.77,2024-04-26
994,9,alimentos,974.48,2024-08-14
995,50,alimentos,276.73,2024-08-01
996,39,eletronicos,196.06,2024-04-18
997,27,roupas,761.9,2024-07-10
998,4,servicos,793.58,2024-02-03
999,20,servicos,409.35,2024-09-25
1000,37,eletronicos,182.0,2024-04-12
