id,valor
venda-1400,300.99
venda-1401,108.05
venda-1402,309.39
venda-1403,719.42
venda-1404,901.05
venda-1405,134.80
venda-1406,215.00
venda-1407,166.51
venda-1408,965.10
venda-1409,777.84
venda-1410,998.11
venda-1411,470.07
venda-1412,104.21
venda-1413,933.47
venda-1414,341.88
venda-1415,240.25
venda-1416,961.91
venda-1417,684.47
venda-1418,551.13
venda-1419,60.11
venda-1420,703.50
venda-1421,660.65
venda-1422,753.02
venda-1423,632.57
venda-1424,219.99
venda-1425,342.55
venda-1426,690.13
venda-1427,568.79
venda-1428,825.78
venda-1429,320.39
venda-1430,12.11
venda-1431,504.42
venda-1432,865.49
venda-1433,215.35
venda-1434,499.96
venda-1435,856.69
venda-1436,133.94
venda-1437,681.30
venda-1438,437.96
venda-1439,17.97
venda-1440,64.09
venda-1441,269.20
venda-1442,478.05
venda-1443,685.78
venda-1444,170.77
venda-1445,719.30
venda-1446,62.99
venda-1447,490.95
venda-1448,236.26
venda-1449,191.94
venda-1450,764.19
venda-1451,721.63
venda-1452,793.66
venda-1453,16.80
venda-1454,993.79
venda-1455,415.88
venda-1456,978.84
venda-1457,702.60
venda-1458,237.49
venda-1459,787.94
venda-1460,632.53
venda-1461,237.20
venda-1462,586.95
venda-1463,988.46
venda-1464,829.44
venda-1465,921.60
venda-1466,647.79
venda-1467,357.29
venda-1468,840.16
venda-1469,135.47
venda-1470,245.49
venda-1471,340.99
venda-1472,970.27
venda-1473,289.24
venda-1474,333.01
venda-1475,883.53
venda-1476,438.50
venda-1477,918.67
venda-1478,417.85
venda-1479,545.15
venda-1480,141.28
venda-1481,407.23
venda-1482,177.32
venda-1483,458.78
venda-1484,874.55
venda-1485,210.61
venda-1486,918.99
venda-1487,967.47
venda-1488,548.93
venda-1489,320.15
venda-1490,708.37
venda-1491,566.53
venda-1492,334.30
venda-1493,919.82
venda-1494,127.86
venda-1495,331.12
venda-1496,903.21
venda-1497,794.10
venda-1498,259.61
venda-1499,321.83
venda-1500,788.54
venda-1501,503.69
venda-1502,741.12
venda-1503,34.84
venda-1504,472.39
venda-1505,616.76
venda-1506,409.71
venda-1507,864.43
venda-1508,898.64
venda-1509,177.96
venda-1510,971.69
venda-1511,701.48
venda-1512,481.99
venda-1513,388.43
venda-1514,172.31
venda-1515,921.57
venda-1516,291.48
venda-1517,270.64
venda-1518,343.53
venda-1519,660.50
venda-1520,865.58
venda-1521,319.39
venda-1522,479.01
venda-1523,652.98
venda-1524,866.97
venda-1525,864.68
venda-1526,919.66
venda-1527,767.12
venda-1528,457.56
venda-1529,958.04
venda-1530,439.80
venda-1531,60.15
venda-1532,948.62
venda-1533,916.17
venda-1534,141.74
venda-1535,651.69
venda-1536,429.69
venda-1537,193.54
venda-1538,671.69
venda-1539,483.05
venda-1540,587.67
venda-1541,722.47
venda-1542,951.31
venda-1543,409.69
venda-1544,762.18
venda-1545,421.84
venda-1546,334.24
venda-1547,94.79
venda-1548,747.85
venda-1549,423.60
venda-1550,307.33
venda-1551,202.51
venda-1552,794.95
venda-1553,328.04
venda-1554,860.25
venda-1555,42.54
venda-1556,766.01
venda-1557,79.08
venda-1558,334.97
venda-1559,632.05
venda-1560,878.03
venda-1561,590.50
venda-1562,954.76
venda-1563,854.87
venda-1564,982.88
venda-1565,171.41
venda-1566,847.77
venda-1567,581.19
venda-1568,651.79
venda-1569,350.57
venda-1570,646.21
venda-1571,28.55
venda-1572,888.73
venda-1573,466.83
venda-1574,254.04
venda-1575,403.07
venda-1576,937.98
venda-1577,820.00
venda-1578,934.85
venda-1579,102.45
venda-1580,134.77
venda-1581,897.33
venda-1582,751.08
venda-1583,238.53
venda-1584,351.29
venda-1585,986.26
venda-1586,585.24
venda-1587,914.29
venda-1588,546.74
venda-1589,841.06
venda-1590,889.00
venda-1591,596.54
venda-1592,277.56
venda-1593,859.65
venda-1594,781.45
venda-1595,88.02
venda-1596,583.54
venda-1597,611.76
venda-1598,534.76
venda-1599,878.70
venda-1600,152.25
venda-1601,216.06
venda-1602,636.10
venda-1603,559.40
venda-1604,874.29
venda-1605,657.26
venda-1606,736.85
venda-1607,14.58
venda-1608,147.56
venda-1609,218.62
venda-1610,268.95
venda-1611,850.66
venda-1612,199.31
venda-1613,142.13
venda-1614,168.72
venda-1615,254.97
venda-1616,37.12
venda-1617,969.30
venda-1618,141.77
venda-1619,575.52
venda-1620,326.62
venda-1621,693.52
venda-1622,222.78
venda-1623,339.60
venda-1624,189.78
venda-1625,372.52
venda-1626,214.90
venda-1627,618.35
venda-1628,787.69
venda-1629,842.52
venda-1630,588.24
venda-1631,989.52
venda-1632,741.99
venda-1633,518.17
venda-1634,367.54
venda-1635,570.20
venda-1636,597.13
venda-1637,627.07
venda-1638,424.02
venda-1639,487.22
venda-1640,802.11
venda-1641,598.54
venda-1642,408.53
venda-1643,558.58
venda-1644,122.41
venda-1645,841.03
venda-1646,554.31
venda-1647,674.04
venda-1648,294.73
venda-1649,323.85
venda-1650,714.03
venda-1651,346.47
venda-1652,531.00
venda-1653,549.60
venda-1654,138.96
venda-1655,224.93
venda-1656,112.46
venda-1657,20.39
venda-1658,184.31
venda-1659,909.19
venda-1660,652.38
venda-1661,393.70
venda-1662,789.97
venda-1663,278.96
venda-1664,771.95
venda-1665,149.11
venda-1666,347.33
venda-1667,805.59
venda-1668,843.67
venda-1669,215.26
venda-1670,124.52
venda-1671,572.10
venda-1672,115.04
venda-1673,755.95
venda-1674,287.83
venda-1675,295.92
venda-1676,855.39
venda-1677,199.66
venda-1678,803.50
venda-1679,410.83
venda-1680,314.52
venda-1681,965.68
venda-1682,167.58
venda-1683,963.90
venda-1684,251.81
venda-1685,461.11
venda-1686,308.05
venda-1687,951.67
venda-1688,636.43
venda-1689,518.36
venda-1690,607.96
venda-1691,397.62
venda-1692,40.22
venda-1693,533.69
venda-1694,85.68
venda-1695,643.81
venda-1696,873.37
venda-1697,36.41
venda-1698,368.57
venda-1699,511.92
venda-1700,48.27
venda-1701,185.47
venda-1702,303.25
venda-1703,661.57
venda-1704,43.02
venda-1705,387.11
venda-1706,865.41
venda-1707,955.40
venda-1708,153.70
venda-1709,854.79
venda-1710,185.81
venda-1711,831.80
venda-1712,394.78
venda-1713,763.71
venda-1714,464.11
venda-1715,930.56
venda-1716,553.11
venda-1717,540.73
venda-1718,107.22
venda-1719,255.75
venda-1720,503.65
venda-1721,551.89
venda-1722,660.91
venda-1723,31.06
venda-1724,133.31
venda-1725,357.90
venda-1726,795.99
venda-1727,47.53
venda-1728,285.01
venda-1729,307.25
venda-1730,599.37
venda-1731,510.24
venda-1732,361.28
venda-1733,323.93
venda-1734,623.36
venda-1735,883.94
venda-1736,537.10
venda-1737,372.98
venda-1738,817.11
venda-1739,371.62
venda-1740,968.00
venda-1741,941.63
venda-1742,771.03
venda-1743,770.03
venda-1744,691.64
venda-1745,291.48
venda-1746,791.40
venda-1747,617.88
venda-1748,394.45
venda-1749,571.04
venda-1750,582.76
venda-1751,506.13
venda-1752,290.01
venda-1753,82.16
venda-1754,413.15
venda-1755,130.97
venda-1756,134.47
venda-1757,712.25
venda-1758,157.61
venda-1759,251.76
venda-1760,993.26
venda-1761,64.24
venda-1762,308.15
venda-1763,841.22
venda-1764,31.20
venda-1765,191.50
venda-1766,849.93
venda-1767,763.62
venda-1768,583.06
venda-1769,315.61
venda-1770,63.18
venda-1771,965.99
venda-1772,292.05
venda-1773,63.12
venda-1774,398.87
venda-1775,728.02
venda-1776,994.68
venda-1777,38.38
venda-1778,834.90
venda-1779,327.20
venda-1780,612.26
venda-1781,799.56
venda-1782,993.60
venda-1783,462.85
venda-1784,326.29
venda-1785,468.76
venda-1786,663.80
venda-1787,738.26
venda-1788,802.47
venda-1789,108.59
venda-1790,894.85
venda-1791,921.42
venda-1792,243.95
venda-1793,328.81
venda-1794,903.21
venda-1795,957.11
venda-1796,634.79
venda-1797,141.47
venda-1798,234.44
venda-1799,745.29
venda-1800,461.54
venda-1801,493.42
venda-1802,104.65
venda-1803,395.14
venda-1804,677.39
venda-1805,365.35
venda-1806,886.76
venda-1807,247.55
venda-1808,834.40
venda-1809,376.78
venda-1810,856.77
venda-1811,659.08
venda-1812,361.97
venda-1813,292.07
venda-1814,215.71
venda-1815,394.38
venda-1816,351.80
venda-1817,800.16
venda-1818,173.37
venda-1819,782.44
venda-1820,695.53
venda-1821,471.56
venda-1822,838.06
venda-1823,699.38
venda-1824,619.01
venda-1825,604.00
venda-1826,576.91
venda-1827,248.41
venda-1828,451.14
venda-1829,777.33
venda-1830,69.89
venda-1831,619.12
venda-1832,596.69
venda-1833,458.99
venda-1834,610.37
venda-1835,354.33
venda-1836,537.83
venda-1837,698.12
venda-1838,981.98
venda-1839,502.84
venda-1840,749.08
venda-1841,905.25
venda-1842,901.82
venda-1843,490.19
venda-1844,656.57
venda-1845,65.43
venda-1846,784.14
venda-1847,848.90
venda-1848,256.28
venda-1849,994.01
venda-1850,748.87
venda-1851,181.71
venda-1852,588.36
venda-1853,166.29
venda-1854,944.25
venda-1855,384.34
venda-1856,474.06
venda-1857,229.37
venda-1858,681.32
venda-1859,850.55
venda-1860,329.84
venda-1861,24.27
venda-1862,148.51
venda-1863,234.81
venda-1864,248.08
venda-1865,132.90
venda-1866,245.51
venda-1867,497.68
venda-1868,491.05
venda-1869,714.82
venda-1870,303.50
venda-1871,582.24
venda-1872,17.62
venda-1873,303.87
venda-1874,913.18
venda-1875,605.55
venda-1876,508.02
venda-1877,693.26
venda-1878,810.22
venda-1879,638.46
venda-1880,925.28
venda-1881,912.38
venda-1882,949.54
venda-1883,858.63
venda-1884,641.91
venda-1885,983.89
venda-1886,141.95
venda-1887,101.94
venda-1888,849.03
venda-1889,813.68
venda-1890,578.66
venda-1891,78.15
venda-1892,891.35
venda-1893,939.03
venda-1894,917.60
venda-1895,245.26
venda-1896,877.33
venda-1897,569.20
venda-1898,930.98
venda-1899,12.27
venda-1900,630.40
venda-1901,212.18
venda-1902,318.62
venda-1903,334.70
venda-1904,577.82
venda-1905,189.57
venda-1906,387.69
venda-1907,947.75
venda-1908,525.86
venda-1909,796.94
venda-1910,801.16
venda-1911,332.46
venda-1912,741.62
venda-1913,675.69
venda-1914,866.39
venda-1915,169.25
venda-1916,259.54
venda-1917,821.22
venda-1918,746.39
venda-1919,484.28
venda-1920,968.19
venda-1921,552.25
venda-1922,481.54
venda-1923,603.82
venda-1924,887.28
venda-1925,77.82
venda-1926,840.59
venda-1927,381.15
venda-1928,515.57
venda-1929,190.01
venda-1930,122.02
venda-1931,865.57
venda-1932,191.82
venda-1933,357.16
venda-1934,560.87
venda-1935,231.11
venda-1936,824.30
venda-1937,994.06
venda-1938,866.53
venda-1939,585.72
venda-1940,836.89
venda-1941,959.09
venda-1942,394.79
venda-1943,634.45
venda-1944,937.98
venda-1945,927.66
venda-1946,469.65
venda-1947,716.57
venda-1948,719.13
venda-1949,11.58
venda-1950,516.47
venda-1951,686.72
venda-1952,332.17
venda-1953,198.48
venda-1954,661.76
venda-1955,442.04
venda-1956,181.21
venda-1957,45.08
venda-1958,927.08
venda-1959,601.26
venda-1960,804.47
venda-1961,937.04
venda-1962,423.67
venda-1963,197.00
venda-1964,604.37
venda-1965,577.97
venda-1966,187.64
venda-1967,467.00
venda-1968,428.15
venda-1969,718.23
venda-1970,918.66
venda-1971,938.67
venda-1972,156.79
venda-1973,110.22
venda-1974,459.68
venda-1975,317.45
venda-1976,295.74
venda-1977,732.99
venda-1978,902.50
venda-1979,138.37
venda-1980,101.07
venda-1981,293.89
venda-1982,766.43
venda-1983,86.23
venda-1984,933.11
venda-1985,68.58
venda-1986,350.51
venda-1987,807.62
venda-1988,22.49
venda-1989,619.57
venda-1990,175.21
venda-1991,906.47
venda-1992,797.24
venda-1993,235.68
venda-1994,751.74
venda-1995,383.54
venda-1996,491.73
venda-1997,142.94
venda-1998,266.94
venda-1999,627.52
venda-2000,513.52
venda-2001,249.50
venda-2002,25.30
venda-2003,515.45
venda-2004,534.56
venda-2005,850.09
venda-2006,379.60
venda-2007,657.41
venda-2008,40.34
venda-2009,400.56
venda-2010,809.20
venda-2011,883.23
venda-2012,982.66
venda-2013,459.36
venda-2014,832.27
venda-2015,23.78
venda-2016,948.41
venda-2017,882.92
venda-2018,757.06
venda-2019,164.86
venda-2020,868.16
venda-2021,234.55
venda-2022,672.81
venda-2023,91.25
venda-2024,160.83
venda-2025,461.64
venda-2026,662.58
venda-2027,361.18
venda-2028,662.72
venda-2029,67.25
venda-2030,754.13
venda-2031,463.13
venda-2032,765.18
venda-2033,242.21
venda-2034,546.18
venda-2035,675.50
venda-2036,590.12
venda-2037,671.14
venda-2038,823.33
venda-2039,191.06
venda-2040,630.05
venda-2041,871.38
venda-2042,195.05
venda-2043,936.43
venda-2044,809.73
venda-2045,500.39
venda-2046,80.47
venda-2047,103.91
venda-2048,988.21
venda-2049,751.14
venda-2050,261.04
venda-2051,992.77
venda-2052,228.57
venda-2053,789.09
venda-2054,757.33
venda-2055,798.11
venda-2056,807.18
venda-2057,474.12
venda-2058,965.51
venda-2059,487.46
venda-2060,947.89
venda-2061,321.79
venda-2062,960.20
venda-2063,223.05
venda-2064,12.73
venda-2065,895.94
venda-2066,969.36
venda-2067,179.54
venda-2068,728.45
venda-2069,836.40
venda-2070,53.83
venda-2071,567.12
venda-2072,288.47
venda-2073,217.30
venda-2074,284.32
venda-2075,685.05
venda-2076,900.50
venda-2077,829.22
venda-2078,300.60
venda-2079,529.10
venda-2080,920.69
venda-2081,333.42
venda-2082,562.38
venda-2083,844.44
venda-2084,578.71
venda-2085,324.64
venda-2086,142.29
venda-2087,149.71
venda-2088,48.50
venda-2089,207.05
venda-2090,173.01
venda-2091,687.08
venda-2092,444.58
venda-2093,483.82
venda-2094,483.30
venda-2095,394.76
venda-2096,643.51
venda-2097,763.27
venda-2098,990.27
venda-2099,808.68
venda-2100,584.99
venda-2101,954.79
venda-2102,41.57
venda-2103,829.39
venda-2104,620.64
venda-2105,47.21
venda-2106,59.88
venda-2107,870.45
venda-2108,246.59
venda-2109,295.29
venda-2110,622.38
venda-2111,537.38
venda-2112,49.81
venda-2113,800.17
venda-2114,279.42
venda-2115,225.87
venda-2116,981.74
venda-2117,54.83
venda-2118,179.95
venda-2119,993.73
venda-2120,557.58
venda-2121,698.44
venda-2122,269.98
venda-2123,22.73
venda-2124,12.00
venda-2125,705.03
venda-2126,120.93
venda-2127,368.92
venda-2128,466.79
venda-2129,568.89
venda-2130,538.84
venda-2131,951.01
venda-2132,841.92
venda-2133,705.60
venda-2134,394.37
venda-2135,283.34
venda-2136,612.30
venda-2137,899.56
venda-2138,47.85
venda-2139,600.24
venda-2140,934.59
venda-2141,866.97
venda-2142,647.65
venda-2143,952.60
venda-2144,862.15
venda-2145,195.34
venda-2146,376.27
venda-2147,654.09
venda-2148,631.48
venda-2149,153.42
venda-2150,863.99
venda-2151,934.40
venda-2152,232.62
venda-2153,655.63
venda-2154,714.00
venda-2155,583.41
venda-2156,244.79
venda-2157,194.43
venda-2158,295.75
venda-2159,628.96
venda-2160,216.61
venda-2161,361.76
venda-2162,490.65
venda-2163,927.37
venda-2164,876.77
venda-2165,951.30
venda-2166,677.28
venda-2167,159.81
venda-2168,865.61
venda-2169,865.44
venda-2170,462.10
venda-2171,616.94
venda-2172,36.82
venda-2173,796.11
venda-2174,422.31
venda-2175,433.39
venda-2176,291.25
venda-2177,273.14
venda-2178,495.19
venda-2179,393.78
venda-2180,626.73
venda-2181,346.10
venda-2182,482.87
venda-2183,176.51
venda-2184,637.06
venda-2185,624.89
venda-2186,90.66
venda-2187,179.28
venda-2188,224.60
venda-2189,582.69
venda-2190,854.93
venda-2191,347.13
venda-2192,602.25
venda-2193,85.79
venda-2194,228.08
venda-2195,399.93
venda-2196,652.54
venda-2197,843.27
venda-2198,980.98
venda-2199,528.02
venda-2200,869.50
venda-2201,383.27
venda-2202,315.65
venda-2203,71.25
venda-2204,728.36
venda-2205,164.38
venda-2206,306.51
venda-2207,132.47
venda-2208,764.98
venda-2209,810.72
venda-2210,334.20
venda-2211,367.57
venda-2212,919.79
venda-2213,696.86
venda-2214,388.00
venda-2215,803.31
venda-2216,218.56
venda-2217,829.86
venda-2218,605.57
venda-2219,675.92
venda-2220,430.50
venda-2221,770.23
venda-2222,382.76
venda-2223,383.27
venda-2224,595.54
venda-2225,42.40
venda-2226,949.57
venda-2227,696.90
venda-2228,138.86
venda-2229,868.92
venda-2230,182.70
venda-2231,357.95
venda-2232,550.73
venda-2233,860.19
venda-2234,743.02
venda-2235,126.63
venda-2236,910.34
venda-2237,900.18
venda-2238,392.69
venda-2239,659.04
venda-2240,629.10
venda-2241,311.62
venda-2242,26.20
venda-2243,680.29
venda-2244,190.36
venda-2245,937.71
venda-2246,209.18
venda-2247,901.06
venda-2248,502.39
venda-2249,586.35
venda-2250,144.35
venda-2251,178.93
venda-2252,793.19
venda-2253,743.66
venda-2254,139.07
venda-2255,914.86
venda-2256,409.19
venda-2257,104.67
venda-2258,225.52
venda-2259,492.77
venda-2260,552.44
venda-2261,650.93
venda-2262,499.63
venda-2263,767.90
venda-2264,619.06
venda-2265,458.15
venda-2266,555.52
venda-2267,217.68
venda-2268,519.46
venda-2269,272.12
venda-2270,770.53
venda-2271,484.53
venda-2272,81.44
venda-2273,367.16
venda-2274,380.01
venda-2275,850.53
venda-2276,724.80
venda-2277,843.05
venda-2278,520.11
venda-2279,218.98
venda-2280,487.78
venda-2281,319.74
venda-2282,708.47
venda-2283,505.22
venda-2284,575.44
venda-2285,83.90
venda-2286,721.25
venda-2287,11.49
venda-2288,89.59
venda-2289,717.74
venda-2290,868.50
venda-2291,48.59
venda-2292,458.99
venda-2293,701.02
venda-2294,381.02
venda-2295,340.13
venda-2296,551.14
venda-2297,31.69
venda-2298,513.69
venda-2299,785.85
venda-2300,726.01
venda-2301,790.55
venda-2302,240.43
venda-2303,917.24
venda-2304,298.50
venda-2305,483.38
venda-2306,832.62
venda-2307,467.73
venda-2308,909.92
venda-2309,967.33
venda-2310,988.33
venda-2311,805.28
venda-2312,317.53
venda-2313,610.62
venda-2314,636.80
venda-2315,947.55
venda-2316,952.23
venda-2317,212.30
venda-2318,491.08
venda-2319,138.18
venda-2320,191.38
venda-2321,667.65
venda-2322,379.31
venda-2323,767.57
venda-2324,511.82
venda-2325,313.93
venda-2326,620.34
venda-2327,954.58
venda-2328,413.95
venda-2329,319.56
venda-2330,218.00
venda-2331,664.89
venda-2332,70.18
venda-2333,623.35
venda-2334,796.18
venda-2335,504.32
venda-2336,457.99
venda-2337,124.47
venda-2338,46.27
venda-2339,108.71
venda-2340,49.20
venda-2341,40.11
venda-2342,402.12
venda-2343,192.83
venda-2344,665.38
venda-2345,156.94
venda-2346,680.03
venda-2347,524.81
venda-2348,294.76
venda-2349,546.04
venda-2350,828.71
venda-2351,640.83
venda-2352,555.35
venda-2353,816.76
venda-2354,51.33
venda-2355,46.46
venda-2356,390.09
venda-2357,243.78
venda-2358,748.21
venda-2359,229.06
venda-2360,534.26
venda-2361,814.79
venda-2362,621.45
venda-2363,753.19
venda-2364,179.60
venda-2365,209.81
venda-2366,108.66
venda-2367,344.67
venda-2368,992.58
venda-2369,968.88
venda-2370,179.58
venda-2371,203.42
venda-2372,201.78
venda-2373,802.42
venda-2374,684.23
venda-2375,410.12
venda-2376,439.96
venda-2377,486.24
venda-2378,453.60
venda-2379,223.34
venda-2380,556.80
venda-2381,175.35
venda-2382,865.27
venda-2383,192.47
venda-2384,772.19
venda-2385,552.80
venda-2386,836.48
venda-2387,673.21
venda-2388,74.24
venda-2389,667.21
venda-2390,177.44
venda-2391,598.86
venda-2392,376.42
venda-2393,620.38
venda-2394,62.21
venda-2395,313.96
venda-2396,377.89
venda-2397,101.79
venda-2398,837.79
venda-2399,340.08
venda-2400,330.55
venda-2401,574.90
venda-2402,837.95
venda-2403,823.16
venda-2404,389.55
venda-2405,53.40
venda-2406,871.22
venda-2407,234.30
venda-2408,331.56
venda-2409,160.42
venda-2410,997.30
venda-2411,195.75
venda-2412,663.14
venda-2413,375.45
venda-2414,460.39
venda-2415,637.32
venda-2416,426.56
venda-2417,833.80
venda-2418,854.59
venda-2419,361.06
venda-2420,795.01
venda-2421,999.55
venda-2422,52.25
venda-2423,28.56
venda-2424,958.42
venda-2425,731.07
venda-2426,850.44
venda-2427,938.89
venda-2428,467.21
venda-2429,488.81
venda-2430,819.41
venda-2431,636.86
venda-2432,831.47
venda-2433,459.47
venda-2434,594.29
venda-2435,454.75
venda-2436,572.30
venda-2437,835.87
venda-2438,324.09
venda-2439,390.45
venda-2440,553.76
venda-2441,265.33
venda-2442,416.93
venda-2443,222.08
venda-2444,449.67
venda-2445,682.85
venda-2446,213.00
venda-2447,152.20
venda-2448,854.49
venda-2449,312.90
venda-2450,371.71
venda-2451,973.18
venda-2452,898.71
venda-2453,445.89
venda-2454,684.13
venda-2455,793.33
venda-2456,929.66
venda-2457,960.15
venda-2458,884.42
venda-2459,421.82
venda-2460,77.82
venda-2461,118.04
venda-2462,439.92
venda-2463,582.13
venda-2464,290.26
venda-2465,951.55
venda-2466,901.96
venda-2467,794.04
venda-2468,340.41
venda-2469,567.46
venda-2470,968.27
venda-2471,991.21
venda-2472,419.21
venda-2473,916.90
venda-2474,64.14
venda-2475,494.11
venda-2476,750.98
venda-2477,647.38
venda-2478,923.13
venda-2479,800.84
venda-2480,988.51
venda-2481,366.76
venda-2482,883.38
venda-2483,196.91
venda-2484,487.65
venda-2485,495.24
venda-2486,873.59
venda-2487,955.81
venda-2488,90.47
venda-2489,611.14
venda-2490,59.94
venda-2491,607.26
venda-2492,810.00
venda-2493,571.63
venda-2494,891.53
venda-2495,448.01
venda-2496,368.66
venda-2497,791.60
venda-2498,633.09
venda-2499,496.26
venda-2500,577.97
venda-2501,929.96
venda-2502,692.33
venda-2503,823.47
venda-2504,533.92
venda-2505,32.39
venda-2506,355.57
venda-2507,372.60
venda-2508,954.43
venda-2509,300.98
venda-2510,104.15
venda-2511,309.29
venda-2512,937.05
venda-2513,149.15
venda-2514,911.29
venda-2515,460.58
venda-2516,37.92
venda-2517,554.83
venda-2518,187.45
venda-2519,989.69
venda-2520,679.58
venda-2521,163.69
venda-2522,189.98
venda-2523,767.83
venda-2524,687.54
venda-2525,328.78
venda-2526,184.78
venda-2527,118.89
venda-2528,605.72
venda-2529,693.32
venda-2530,343.48
venda-2531,976.06
venda-2532,728.12
venda-2533,601.26
venda-2534,327.80
venda-2535,744.66
venda-2536,999.15
venda-2537,89.51
venda-2538,758.65
venda-2539,101.27
venda-2540,797.49
venda-2541,147.99
venda-2542,267.40
venda-2543,977.14
venda-2544,566.32
venda-2545,122.36
venda-2546,573.71
venda-2547,707.26
venda-2548,731.91
venda-2549,878.34
venda-2550,845.54
venda-2551,403.42
venda-2552,762.53
venda-2553,639.19
venda-2554,364.66
venda-2555,125.90
venda-2556,42.53
venda-2557,233.35
venda-2558,897.23
venda-2559,444.88
venda-2560,34.40
venda-2561,36.91
venda-2562,935.09
venda-2563,288.76
venda-2564,420.13
venda-2565,531.96
venda-2566,887.04
venda-2567,479.03
venda-2568,680.74
venda-2569,508.49
venda-2570,541.81
venda-2571,355.00
venda-2572,849.16
venda-2573,568.53
venda-2574,937.81
venda-2575,261.66
venda-2576,567.67
venda-2577,569.06
venda-2578,987.19
venda-2579,299.35
venda-2580,436.95
venda-2581,648.15
venda-2582,325.89
venda-2583,670.57
venda-2584,25.02
venda-2585,713.15
venda-2586,398.43
venda-2587,47.97
venda-2588,292.96
venda-2589,992.37
venda-2590,138.09
venda-2591,839.53
venda-2592,884.18
venda-2593,880.69
venda-2594,583.61
venda-2595,537.55
venda-2596,642.70
venda-2597,902.44
venda-2598,935.40
venda-2599,201.11
venda-2600,541.24
venda-2601,632.24
venda-2602,811.20
venda-2603,785.91
venda-2604,727.07
venda-2605,18.97
venda-2606,865.72
venda-2607,651.14
venda-2608,786.12
venda-2609,52.12
venda-2610,874.01
venda-2611,92.40
venda-2612,915.90
venda-2613,515.57
venda-2614,972.30
venda-2615,757.12
venda-2616,721.24
venda-2617,540.03
venda-2618,20.19
venda-2619,344.26
venda-2620,461.65
venda-2621,621.21
venda-2622,853.71
venda-2623,522.07
venda-2624,568.04
venda-2625,163.72
venda-2626,183.99
venda-2627,733.51
venda-2628,480.59
venda-2629,195.73
venda-2630,263.11
venda-2631,575.68
venda-2632,765.88
venda-2633,507.98
venda-2634,560.03
venda-2635,778.05
venda-2636,213.09
venda-2637,122.90
venda-2638,179.96
venda-2639,440.51
venda-2640,444.96
venda-2641,772.93
venda-2642,947.69
venda-2643,500.02
venda-2644,180.04
venda-2645,630.13
venda-2646,234.11
venda-2647,298.84
venda-2648,726.24
venda-2649,873.53
venda-2650,864.69
venda-2651,718.56
venda-2652,315.88
venda-2653,544.48
venda-2654,15.59
venda-2655,718.71
venda-2656,108.53
venda-2657,523.19
venda-2658,772.33
venda-2659,272.64
venda-2660,70.57
venda-2661,419.96
venda-2662,417.91
venda-2663,183.03
venda-2664,556.04
venda-2665,463.64
venda-2666,603.55
venda-2667,79.04
venda-2668,532.30
venda-2669,825.10
venda-2670,354.66
venda-2671,740.83
venda-2672,513.11
venda-2673,334.98
venda-2674,116.59
venda-2675,286.17
venda-2676,302.46
venda-2677,956.76
venda-2678,382.20
venda-2679,232.40
venda-2680,292.43
venda-2681,253.58
venda-2682,141.82
venda-2683,578.52
venda-2684,484.06
venda-2685,266.96
venda-2686,325.21
venda-2687,627.51
venda-2688,537.10
venda-2689,538.02
venda-2690,571.22
venda-2691,525.07
venda-2692,661.91
venda-2693,626.69
venda-2694,12.95
venda-2695,153.98
venda-2696,27.83
venda-2697,773.67
venda-2698,597.50
venda-2699,733.96
venda-2700,456.58
venda-2701,605.77
venda-2702,247.37
venda-2703,818.62
venda-2704,873.95
venda-2705,205.43
venda-2706,20.12
venda-2707,43.63
venda-2708,703.45
venda-2709,934.87
venda-2710,534.66
venda-2711,200.90
venda-2712,907.67
venda-2713,896.46
venda-2714,799.41
venda-2715,246.32
venda-2716,874.49
venda-2717,669.16
venda-2718,163.30
venda-2719,251.80
venda-2720,951.83
venda-2721,989.13
venda-2722,288.22
venda-2723,149.94
venda-2724,101.91
venda-2725,266.64
venda-2726,327.00
venda-2727,937.48
venda-2728,478.43
venda-2729,979.75
venda-2730,146.24
venda-2731,262.21
venda-2732,594.47
venda-2733,609.16
venda-2734,944.24
venda-2735,589.42
venda-2736,332.15
venda-2737,911.03
venda-2738,906.93
venda-2739,56.52
venda-2740,924.85
venda-2741,209.67
venda-2742,412.95
venda-2743,309.35
venda-2744,437.04
venda-2745,729.81
venda-2746,758.94
venda-2747,822.19
venda-2748,983.08
venda-2749,81.03
venda-2750,231.14
venda-2751,968.93
venda-2752,560.26
venda-2753,47.82
venda-2754,19.93
venda-2755,231.35
venda-2756,734.06
venda-2757,706.64
venda-2758,541.71
venda-2759,959.05
venda-2760,891.82
venda-2761,680.42
venda-2762,231.79
venda-2763,784.97
venda-2764,39.62
venda-2765,448.63
venda-2766,392.44
venda-2767,414.48
venda-2768,635.28
venda-2769,27.47
venda-2770,32.66
venda-2771,139.81
venda-2772,363.38
venda-2773,223.87
venda-2774,299.00
venda-2775,915.52
venda-2776,173.84
venda-2777,897.90
venda-2778,806.38
venda-2779,552.44
venda-2780,722.04
venda-2781,485.31
venda-2782,882.77
venda-2783,215.23
venda-2784,654.84
venda-2785,137.41
venda-2786,655.28
venda-2787,467.06
venda-2788,972.06
venda-2789,148.95
venda-2790,400.48
venda-2791,139.66
venda-2792,360.33
venda-2793,757.11
venda-2794,965.37
venda-2795,111.43
venda-2796,431.71
venda-2797,816.44
venda-2798,88.20
